"CD_CVM","EMPRESA","CD_CONTA","CONTA","PERIODO","VL_CONTA"
"25798","Kallas","1.01","1.01 - Ativo Circulante","1T21",809615
"25798","Kallas","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","1T21",97009
"25798","Kallas","1.01.02","1.01.02 - Aplicações Financeiras","1T21",0
"25798","Kallas","1.01.03","1.01.03 - Contas a Receber","1T21",156301
"25798","Kallas","1.01.04","1.01.04 - Estoques","1T21",0
"25798","Kallas","1.01.05","1.01.05 - Outros Ativos Circulantes","1T21",556305
"25798","Kallas","1.02","1.02 - Ativo Não Circulante","1T21",461986
"25798","Kallas","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","1T21",374786
"25798","Kallas","1.02.01.01","1.02.01.01 - Aplicações Financeiras","1T21",0
"25798","Kallas","1.02.01.04","1.02.01.02 - Contas a Receber","1T21",75863
"25798","Kallas","1.02.01.05","1.02.01.03 - Estoques","1T21",0
"25798","Kallas","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","1T21",298923
"25798","Kallas","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","1T21",0
"25798","Kallas","1.02.02","1.02.02 - Investimentos","1T21",83210
"25798","Kallas","1.02.03","1.02.03 - Imobilizado","1T21",1964
"25798","Kallas","1.02.04","1.02.04 - Intangível","1T21",2026
"25798","Kallas","1","1 - Ativo Total","2T21",1237589
"25798","Kallas","1.01","1.01 - Ativo Circulante","2T21",740724
"25798","Kallas","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","2T21",82529
"25798","Kallas","1.01.02","1.01.02 - Aplicações Financeiras","2T21",0
"25798","Kallas","1.01.03","1.01.03 - Contas a Receber","2T21",154991
"25798","Kallas","1.01.04","1.01.04 - Estoques","2T21",0
"25798","Kallas","1.01.05","1.01.05 - Outros Ativos Circulantes","2T21",503204
"25798","Kallas","1.02","1.02 - Ativo Não Circulante","2T21",496865
"25798","Kallas","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","2T21",399063
"25798","Kallas","1.02.01.01","1.02.01.01 - Aplicações Financeiras","2T21",0
"25798","Kallas","1.02.01.04","1.02.01.02 - Contas a Receber","2T21",61354
"25798","Kallas","1.02.01.05","1.02.01.03 - Estoques","2T21",0
"25798","Kallas","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","2T21",337709
"25798","Kallas","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","2T21",0
"25798","Kallas","1.02.02","1.02.02 - Investimentos","2T21",86083
"25798","Kallas","1.02.03","1.02.03 - Imobilizado","2T21",8138
"25798","Kallas","1.02.04","1.02.04 - Intangível","2T21",3581
"25798","Kallas","1","1 - Ativo Total","3T21",1385288
"25798","Kallas","1.01","1.01 - Ativo Circulante","3T21",916126
"25798","Kallas","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","3T21",210077
"25798","Kallas","1.01.02","1.01.02 - Aplicações Financeiras","3T21",0
"25798","Kallas","1.01.03","1.01.03 - Contas a Receber","3T21",172348
"25798","Kallas","1.01.04","1.01.04 - Estoques","3T21",0
"25798","Kallas","1.01.05","1.01.05 - Outros Ativos Circulantes","3T21",533701
"25798","Kallas","1.02","1.02 - Ativo Não Circulante","3T21",469162
"25798","Kallas","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","3T21",367429
"25798","Kallas","1.02.01.01","1.02.01.01 - Aplicações Financeiras","3T21",0
"25798","Kallas","1.02.01.04","1.02.01.02 - Contas a Receber","3T21",68568
"25798","Kallas","1.02.01.05","1.02.01.03 - Estoques","3T21",0
"25798","Kallas","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","3T21",298861
"25798","Kallas","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","3T21",0
"25798","Kallas","1.02.02","1.02.02 - Investimentos","3T21",89421
"25798","Kallas","1.02.03","1.02.03 - Imobilizado","3T21",8592
"25798","Kallas","1.02.04","1.02.04 - Intangível","3T21",3720
"25976","Yuny","1","1 - Ativo Total","1T21",456447
"25976","Yuny","1.01","1.01 - Ativo Circulante","1T21",254541
"25976","Yuny","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","1T21",40802
"25976","Yuny","1.01.02","1.01.02 - Aplicações Financeiras","1T21",0
"25976","Yuny","1.01.03","1.01.03 - Contas a Receber","1T21",64547
"25976","Yuny","1.01.04","1.01.04 - Estoques","1T21",115473
"25976","Yuny","1.01.05","1.01.05 - Outros Ativos Circulantes","1T21",33719
"25976","Yuny","1.02","1.02 - Ativo Não Circulante","1T21",201906
"25976","Yuny","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","1T21",24233
"25976","Yuny","1.02.01.01","1.02.01.01 - Aplicações Financeiras","1T21",0
"25976","Yuny","1.02.01.04","1.02.01.02 - Contas a Receber","1T21",24185
"25976","Yuny","1.02.01.05","1.02.01.03 - Estoques","1T21",0
"25976","Yuny","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","1T21",48
"25976","Yuny","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","1T21",0
"25976","Yuny","1.02.02","1.02.02 - Investimentos","1T21",173102
"25976","Yuny","1.02.03","1.02.03 - Imobilizado","1T21",4533
"25976","Yuny","1.02.04","1.02.04 - Intangível","1T21",38
"25976","Yuny","1","1 - Ativo Total","2T21",398763
"25976","Yuny","1.01","1.01 - Ativo Circulante","2T21",208320
"25976","Yuny","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","2T21",46245
"25976","Yuny","1.01.02","1.01.02 - Aplicações Financeiras","2T21",0
"25976","Yuny","1.01.03","1.01.03 - Contas a Receber","2T21",18287
"25976","Yuny","1.01.04","1.01.04 - Estoques","2T21",111577
"25976","Yuny","1.01.05","1.01.05 - Outros Ativos Circulantes","2T21",32211
"25976","Yuny","1.02","1.02 - Ativo Não Circulante","2T21",190443
"25976","Yuny","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","2T21",17943
"25976","Yuny","1.02.01.01","1.02.01.01 - Aplicações Financeiras","2T21",0
"25976","Yuny","1.02.01.04","1.02.01.02 - Contas a Receber","2T21",17897
"25976","Yuny","1.02.01.05","1.02.01.03 - Estoques","2T21",0
"25976","Yuny","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","2T21",46
"25976","Yuny","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","2T21",0
"25976","Yuny","1.02.02","1.02.02 - Investimentos","2T21",167107
"25976","Yuny","1.02.03","1.02.03 - Imobilizado","2T21",5359
"25976","Yuny","1.02.04","1.02.04 - Intangível","2T21",34
"25976","Yuny","1","1 - Ativo Total","3T21",385752
"25976","Yuny","1.01","1.01 - Ativo Circulante","3T21",180733
"25976","Yuny","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","3T21",39358
"25976","Yuny","1.01.02","1.01.02 - Aplicações Financeiras","3T21",0
"25976","Yuny","1.01.03","1.01.03 - Contas a Receber","3T21",27889
"25976","Yuny","1.01.04","1.01.04 - Estoques","3T21",90762
"25976","Yuny","1.01.05","1.01.05 - Outros Ativos Circulantes","3T21",22724
"25976","Yuny","1.02","1.02 - Ativo Não Circulante","3T21",205019
"25976","Yuny","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","3T21",6321
"25976","Yuny","1.02.01.01","1.02.01.01 - Aplicações Financeiras","3T21",0
"25976","Yuny","1.02.01.04","1.02.01.02 - Contas a Receber","3T21",5143
"25976","Yuny","1.02.01.05","1.02.01.03 - Estoques","3T21",0
"25976","Yuny","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","3T21",46
"25976","Yuny","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","3T21",1132
"25976","Yuny","1.02.02","1.02.02 - Investimentos","3T21",192280
"25976","Yuny","1.02.03","1.02.03 - Imobilizado","3T21",6388
"25976","Yuny","1.02.04","1.02.04 - Intangível","3T21",30
"24279","Inter","1","1 - Ativo Total","1T21",811843
"24279","Inter","1.01","1.01 - Ativo Circulante","1T21",413975
"24279","Inter","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","1T21",55539
"24279","Inter","1.01.02","1.01.02 - Aplicações Financeiras","1T21",4761
"24279","Inter","1.01.03","1.01.03 - Contas a Receber","1T21",78370
"24279","Inter","1.01.04","1.01.04 - Estoques","1T21",270071
"24279","Inter","1.01.05","1.01.05 - Outros Ativos Circulantes","1T21",5234
"24279","Inter","1.02","1.02 - Ativo Não Circulante","1T21",397868
"24279","Inter","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","1T21",305496
"24279","Inter","1.02.01.01","1.02.01.01 - Aplicações Financeiras","1T21",0
"24279","Inter","1.02.01.04","1.02.01.02 - Contas a Receber","1T21",20843
"24279","Inter","1.02.01.05","1.02.01.03 - Estoques","1T21",260331
"24279","Inter","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","1T21",3380
"24279","Inter","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","1T21",20942
"24279","Inter","1.02.02","1.02.02 - Investimentos","1T21",58443
"24279","Inter","1.02.03","1.02.03 - Imobilizado","1T21",33926
"24279","Inter","1.02.04","1.02.04 - Intangível","1T21",3
"24279","Inter","1","1 - Ativo Total","2T21",823704
"24279","Inter","1.01","1.01 - Ativo Circulante","2T21",390124
"24279","Inter","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","2T21",41684
"24279","Inter","1.01.02","1.01.02 - Aplicações Financeiras","2T21",4536
"24279","Inter","1.01.03","1.01.03 - Contas a Receber","2T21",68478
"24279","Inter","1.01.04","1.01.04 - Estoques","2T21",267315
"24279","Inter","1.01.05","1.01.05 - Outros Ativos Circulantes","2T21",8111
"24279","Inter","1.02","1.02 - Ativo Não Circulante","2T21",433580
"24279","Inter","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","2T21",341006
"24279","Inter","1.02.01.01","1.02.01.01 - Aplicações Financeiras","2T21",0
"24279","Inter","1.02.01.04","1.02.01.02 - Contas a Receber","2T21",59995
"24279","Inter","1.02.01.05","1.02.01.03 - Estoques","2T21",256785
"24279","Inter","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","2T21",3284
"24279","Inter","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","2T21",20942
"24279","Inter","1.02.02","1.02.02 - Investimentos","2T21",59074
"24279","Inter","1.02.03","1.02.03 - Imobilizado","2T21",33497
"24279","Inter","1.02.04","1.02.04 - Intangível","2T21",3
"24279","Inter","1","1 - Ativo Total","3T21",784640
"24279","Inter","1.01","1.01 - Ativo Circulante","3T21",397268
"24279","Inter","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","3T21",35558
"24279","Inter","1.01.02","1.01.02 - Aplicações Financeiras","3T21",4512
"24279","Inter","1.01.03","1.01.03 - Contas a Receber","3T21",78237
"24279","Inter","1.01.04","1.01.04 - Estoques","3T21",271988
"24279","Inter","1.01.05","1.01.05 - Outros Ativos Circulantes","3T21",6973
"24279","Inter","1.02","1.02 - Ativo Não Circulante","3T21",387372
"24279","Inter","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","3T21",293995
"24279","Inter","1.02.01.01","1.02.01.01 - Aplicações Financeiras","3T21",0
"24279","Inter","1.02.01.04","1.02.01.02 - Contas a Receber","3T21",62249
"24279","Inter","1.02.01.05","1.02.01.03 - Estoques","3T21",207705
"24279","Inter","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","3T21",3099
"24279","Inter","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","3T21",20942
"24279","Inter","1.02.02","1.02.02 - Investimentos","3T21",60402
"24279","Inter","1.02.03","1.02.03 - Imobilizado","3T21",32972
"24279","Inter","1.02.04","1.02.04 - Intangível","3T21",3
"23604","You Inc","1","1 - Ativo Total","1T21",1112523
"23604","You Inc","1.01","1.01 - Ativo Circulante","1T21",840564
"23604","You Inc","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","1T21",118506
"23604","You Inc","1.01.02","1.01.02 - Aplicações Financeiras","1T21",0
"23604","You Inc","1.01.03","1.01.03 - Contas a Receber","1T21",186407
"23604","You Inc","1.01.04","1.01.04 - Estoques","1T21",514498
"23604","You Inc","1.01.05","1.01.05 - Outros Ativos Circulantes","1T21",21153
"23604","You Inc","1.02","1.02 - Ativo Não Circulante","1T21",271959
"23604","You Inc","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","1T21",253267
"23604","You Inc","1.02.01.01","1.02.01.01 - Aplicações Financeiras","1T21",0
"23604","You Inc","1.02.01.04","1.02.01.02 - Contas a Receber","1T21",141412
"23604","You Inc","1.02.01.05","1.02.01.03 - Estoques","1T21",0
"23604","You Inc","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","1T21",1612
"23604","You Inc","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","1T21",110243
"23604","You Inc","1.02.02","1.02.02 - Investimentos","1T21",6304
"23604","You Inc","1.02.03","1.02.03 - Imobilizado","1T21",12260
"23604","You Inc","1.02.04","1.02.04 - Intangível","1T21",128
"23604","You Inc","1","1 - Ativo Total","2T21",1187421
"23604","You Inc","1.01","1.01 - Ativo Circulante","2T21",962409
"23604","You Inc","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","2T21",133160
"23604","You Inc","1.01.02","1.01.02 - Aplicações Financeiras","2T21",0
"23604","You Inc","1.01.03","1.01.03 - Contas a Receber","2T21",238020
"23604","You Inc","1.01.04","1.01.04 - Estoques","2T21",567634
"23604","You Inc","1.01.05","1.01.05 - Outros Ativos Circulantes","2T21",23595
"23604","You Inc","1.02","1.02 - Ativo Não Circulante","2T21",225012
"23604","You Inc","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","2T21",202848
"23604","You Inc","1.02.01.01","1.02.01.01 - Aplicações Financeiras","2T21",0
"23604","You Inc","1.02.01.04","1.02.01.02 - Contas a Receber","2T21",80755
"23604","You Inc","1.02.01.05","1.02.01.03 - Estoques","2T21",0
"23604","You Inc","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","2T21",1784
"23604","You Inc","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","2T21",120309
"23604","You Inc","1.02.02","1.02.02 - Investimentos","2T21",7570
"23604","You Inc","1.02.03","1.02.03 - Imobilizado","2T21",14478
"23604","You Inc","1.02.04","1.02.04 - Intangível","2T21",116
"23604","You Inc","1","1 - Ativo Total","3T21",1192824
"23604","You Inc","1.01","1.01 - Ativo Circulante","3T21",990857
"23604","You Inc","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","3T21",144206
"23604","You Inc","1.01.02","1.01.02 - Aplicações Financeiras","3T21",0
"23604","You Inc","1.01.03","1.01.03 - Contas a Receber","3T21",256640
"23604","You Inc","1.01.04","1.01.04 - Estoques","3T21",565899
"23604","You Inc","1.01.05","1.01.05 - Outros Ativos Circulantes","3T21",24112
"23604","You Inc","1.02","1.02 - Ativo Não Circulante","3T21",201967
"23604","You Inc","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","3T21",176644
"23604","You Inc","1.02.01.01","1.02.01.01 - Aplicações Financeiras","3T21",0
"23604","You Inc","1.02.01.04","1.02.01.02 - Contas a Receber","3T21",81600
"23604","You Inc","1.02.01.05","1.02.01.03 - Estoques","3T21",0
"23604","You Inc","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","3T21",2227
"23604","You Inc","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","3T21",92817
"23604","You Inc","1.02.02","1.02.02 - Investimentos","3T21",8793
"23604","You Inc","1.02.03","1.02.03 - Imobilizado","3T21",16425
"23604","You Inc","1.02.04","1.02.04 - Intangível","3T21",105
"21067","Moura Dubex","1","1 - Ativo Total","1T21",2179962
"21067","Moura Dubex","1.01","1.01 - Ativo Circulante","1T21",918020
"21067","Moura Dubex","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","1T21",31086
"21067","Moura Dubex","1.01.02","1.01.02 - Aplicações Financeiras","1T21",82361
"21067","Moura Dubex","1.01.03","1.01.03 - Contas a Receber","1T21",209799
"21067","Moura Dubex","1.01.04","1.01.04 - Estoques","1T21",583471
"21067","Moura Dubex","1.01.05","1.01.05 - Outros Ativos Circulantes","1T21",11303
"21067","Moura Dubex","1.02","1.02 - Ativo Não Circulante","1T21",1261942
"21067","Moura Dubex","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","1T21",919171
"21067","Moura Dubex","1.02.01.01","1.02.01.01 - Aplicações Financeiras","1T21",30661
"21067","Moura Dubex","1.02.01.04","1.02.01.02 - Contas a Receber","1T21",335380
"21067","Moura Dubex","1.02.01.05","1.02.01.03 - Estoques","1T21",355552
"21067","Moura Dubex","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","1T21",193440
"21067","Moura Dubex","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","1T21",4138
"21067","Moura Dubex","1.02.02","1.02.02 - Investimentos","1T21",326087
"21067","Moura Dubex","1.02.03","1.02.03 - Imobilizado","1T21",8823
"21067","Moura Dubex","1.02.04","1.02.04 - Intangível","1T21",7861
"21067","Moura Dubex","1","1 - Ativo Total","2T21",2325794
"21067","Moura Dubex","1.01","1.01 - Ativo Circulante","2T21",992355
"21067","Moura Dubex","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","2T21",97921
"21067","Moura Dubex","1.01.02","1.01.02 - Aplicações Financeiras","2T21",32173
"21067","Moura Dubex","1.01.03","1.01.03 - Contas a Receber","2T21",269976
"21067","Moura Dubex","1.01.04","1.01.04 - Estoques","2T21",578062
"21067","Moura Dubex","1.01.05","1.01.05 - Outros Ativos Circulantes","2T21",14223
"21067","Moura Dubex","1.02","1.02 - Ativo Não Circulante","2T21",1333439
"21067","Moura Dubex","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","2T21",986978
"21067","Moura Dubex","1.02.01.01","1.02.01.01 - Aplicações Financeiras","2T21",30281
"21067","Moura Dubex","1.02.01.04","1.02.01.02 - Contas a Receber","2T21",303983
"21067","Moura Dubex","1.02.01.05","1.02.01.03 - Estoques","2T21",411950
"21067","Moura Dubex","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","2T21",236767
"21067","Moura Dubex","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","2T21",3997
"21067","Moura Dubex","1.02.02","1.02.02 - Investimentos","2T21",329304
"21067","Moura Dubex","1.02.03","1.02.03 - Imobilizado","2T21",9720
"21067","Moura Dubex","1.02.04","1.02.04 - Intangível","2T21",7437
"21067","Moura Dubex","1","1 - Ativo Total","3T21",2462135
"21067","Moura Dubex","1.01","1.01 - Ativo Circulante","3T21",1098011
"21067","Moura Dubex","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","3T21",116599
"21067","Moura Dubex","1.01.02","1.01.02 - Aplicações Financeiras","3T21",71282
"21067","Moura Dubex","1.01.03","1.01.03 - Contas a Receber","3T21",286342
"21067","Moura Dubex","1.01.04","1.01.04 - Estoques","3T21",604305
"21067","Moura Dubex","1.01.05","1.01.05 - Outros Ativos Circulantes","3T21",19483
"21067","Moura Dubex","1.02","1.02 - Ativo Não Circulante","3T21",1364124
"21067","Moura Dubex","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","3T21",1013927
"21067","Moura Dubex","1.02.01.01","1.02.01.01 - Aplicações Financeiras","3T21",0
"21067","Moura Dubex","1.02.01.04","1.02.01.02 - Contas a Receber","3T21",338208
"21067","Moura Dubex","1.02.01.05","1.02.01.03 - Estoques","3T21",365101
"21067","Moura Dubex","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","3T21",306729
"21067","Moura Dubex","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","3T21",3889
"21067","Moura Dubex","1.02.02","1.02.02 - Investimentos","3T21",330630
"21067","Moura Dubex","1.02.03","1.02.03 - Imobilizado","3T21",10923
"21067","Moura Dubex","1.02.04","1.02.04 - Intangível","3T21",8644
"25119","Melnick","1","1 - Ativo Total","1T21",1835460
"25119","Melnick","1.01","1.01 - Ativo Circulante","1T21",1626179
"25119","Melnick","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","1T21",60618
"25119","Melnick","1.01.02","1.01.02 - Aplicações Financeiras","1T21",616191
"25119","Melnick","1.01.03","1.01.03 - Contas a Receber","1T21",949370
"25119","Melnick","1.01.04","1.01.04 - Estoques","1T21",0
"25119","Melnick","1.01.05","1.01.05 - Outros Ativos Circulantes","1T21",0
"25119","Melnick","1.02","1.02 - Ativo Não Circulante","1T21",209281
"25119","Melnick","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","1T21",202324
"25119","Melnick","1.02.01.01","1.02.01.01 - Aplicações Financeiras","1T21",0
"25119","Melnick","1.02.01.04","1.02.01.02 - Contas a Receber","1T21",197783
"25119","Melnick","1.02.01.05","1.02.01.03 - Estoques","1T21",0
"25119","Melnick","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","1T21",0
"25119","Melnick","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","1T21",4541
"25119","Melnick","1.02.02","1.02.02 - Investimentos","1T21",1487
"25119","Melnick","1.02.03","1.02.03 - Imobilizado","1T21",5265
"25119","Melnick","1.02.04","1.02.04 - Intangível","1T21",205
"25119","Melnick","1","1 - Ativo Total","2T21",1846474
"25119","Melnick","1.01","1.01 - Ativo Circulante","2T21",1635931
"25119","Melnick","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","2T21",51516
"25119","Melnick","1.01.02","1.01.02 - Aplicações Financeiras","2T21",583773
"25119","Melnick","1.01.03","1.01.03 - Contas a Receber","2T21",1000642
"25119","Melnick","1.01.04","1.01.04 - Estoques","2T21",0
"25119","Melnick","1.01.05","1.01.05 - Outros Ativos Circulantes","2T21",0
"25119","Melnick","1.02","1.02 - Ativo Não Circulante","2T21",210543
"25119","Melnick","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","2T21",200368
"25119","Melnick","1.02.01.01","1.02.01.01 - Aplicações Financeiras","2T21",0
"25119","Melnick","1.02.01.04","1.02.01.02 - Contas a Receber","2T21",196208
"25119","Melnick","1.02.01.05","1.02.01.03 - Estoques","2T21",0
"25119","Melnick","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","2T21",0
"25119","Melnick","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","2T21",4160
"25119","Melnick","1.02.02","1.02.02 - Investimentos","2T21",4584
"25119","Melnick","1.02.03","1.02.03 - Imobilizado","2T21",5404
"25119","Melnick","1.02.04","1.02.04 - Intangível","2T21",187
"25119","Melnick","1","1 - Ativo Total","3T21",1969950
"25119","Melnick","1.01","1.01 - Ativo Circulante","3T21",1739652
"25119","Melnick","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","3T21",36139
"25119","Melnick","1.01.02","1.01.02 - Aplicações Financeiras","3T21",508882
"25119","Melnick","1.01.03","1.01.03 - Contas a Receber","3T21",1194631
"25119","Melnick","1.01.04","1.01.04 - Estoques","3T21",0
"25119","Melnick","1.01.05","1.01.05 - Outros Ativos Circulantes","3T21",0
"25119","Melnick","1.02","1.02 - Ativo Não Circulante","3T21",230298
"25119","Melnick","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","3T21",216007
"25119","Melnick","1.02.01.01","1.02.01.01 - Aplicações Financeiras","3T21",0
"25119","Melnick","1.02.01.04","1.02.01.02 - Contas a Receber","3T21",215790
"25119","Melnick","1.02.01.05","1.02.01.03 - Estoques","3T21",0
"25119","Melnick","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","3T21",0
"25119","Melnick","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","3T21",217
"25119","Melnick","1.02.02","1.02.02 - Investimentos","3T21",4584
"25119","Melnick","1.02.03","1.02.03 - Imobilizado","3T21",9539
"25119","Melnick","1.02.04","1.02.04 - Intangível","3T21",168
"23957","Sugoi","1","1 - Ativo Total","1T21",374408
"23957","Sugoi","1.01","1.01 - Ativo Circulante","1T21",163356
"23957","Sugoi","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","1T21",17589
"23957","Sugoi","1.01.02","1.01.02 - Aplicações Financeiras","1T21",0
"23957","Sugoi","1.01.03","1.01.03 - Contas a Receber","1T21",28975
"23957","Sugoi","1.01.04","1.01.04 - Estoques","1T21",102375
"23957","Sugoi","1.01.05","1.01.05 - Outros Ativos Circulantes","1T21",14417
"23957","Sugoi","1.02","1.02 - Ativo Não Circulante","1T21",211052
"23957","Sugoi","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","1T21",206115
"23957","Sugoi","1.02.01.01","1.02.01.01 - Aplicações Financeiras","1T21",0
"23957","Sugoi","1.02.01.04","1.02.01.02 - Contas a Receber","1T21",17664
"23957","Sugoi","1.02.01.05","1.02.01.03 - Estoques","1T21",174401
"23957","Sugoi","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","1T21",25
"23957","Sugoi","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","1T21",14025
"23957","Sugoi","1.02.02","1.02.02 - Investimentos","1T21",3254
"23957","Sugoi","1.02.03","1.02.03 - Imobilizado","1T21",1683
"23957","Sugoi","1.02.04","1.02.04 - Intangível","1T21",0
"23957","Sugoi","1","1 - Ativo Total","2T21",367469
"23957","Sugoi","1.01","1.01 - Ativo Circulante","2T21",187590
"23957","Sugoi","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","2T21",12245
"23957","Sugoi","1.01.02","1.01.02 - Aplicações Financeiras","2T21",0
"23957","Sugoi","1.01.03","1.01.03 - Contas a Receber","2T21",36081
"23957","Sugoi","1.01.04","1.01.04 - Estoques","2T21",122927
"23957","Sugoi","1.01.05","1.01.05 - Outros Ativos Circulantes","2T21",16337
"23957","Sugoi","1.02","1.02 - Ativo Não Circulante","2T21",179879
"23957","Sugoi","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","2T21",174627
"23957","Sugoi","1.02.01.01","1.02.01.01 - Aplicações Financeiras","2T21",0
"23957","Sugoi","1.02.01.04","1.02.01.02 - Contas a Receber","2T21",17664
"23957","Sugoi","1.02.01.05","1.02.01.03 - Estoques","2T21",143667
"23957","Sugoi","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","2T21",25
"23957","Sugoi","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","2T21",13271
"23957","Sugoi","1.02.02","1.02.02 - Investimentos","2T21",3408
"23957","Sugoi","1.02.03","1.02.03 - Imobilizado","2T21",1844
"23957","Sugoi","1.02.04","1.02.04 - Intangível","2T21",0
"23957","Sugoi","1","1 - Ativo Total","3T21",390216
"23957","Sugoi","1.01","1.01 - Ativo Circulante","3T21",189752
"23957","Sugoi","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","3T21",23024
"23957","Sugoi","1.01.02","1.01.02 - Aplicações Financeiras","3T21",0
"23957","Sugoi","1.01.03","1.01.03 - Contas a Receber","3T21",41798
"23957","Sugoi","1.01.04","1.01.04 - Estoques","3T21",108651
"23957","Sugoi","1.01.05","1.01.05 - Outros Ativos Circulantes","3T21",16279
"23957","Sugoi","1.02","1.02 - Ativo Não Circulante","3T21",200464
"23957","Sugoi","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","3T21",193197
"23957","Sugoi","1.02.01.01","1.02.01.01 - Aplicações Financeiras","3T21",0
"23957","Sugoi","1.02.01.04","1.02.01.02 - Contas a Receber","3T21",17664
"23957","Sugoi","1.02.01.05","1.02.01.03 - Estoques","3T21",160262
"23957","Sugoi","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","3T21",25
