"CD_CVM","EMPRESA","CD_CONTA","CONTA","PERIODO","VL_CONTA"
"20915","MRV","1.02.04","1.02.04 - Intangível","2T23",179810
"20915","MRV","1","1 - Ativo Total","3T23",24086834
"20915","MRV","1.01","1.01 - Ativo Circulante","3T23",10713263
"20915","MRV","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","3T23",740097
"20915","MRV","1.01.02","1.01.02 - Aplicações Financeiras","3T23",0
"20915","MRV","1.01.03","1.01.03 - Contas a Receber","3T23",2734968
"20915","MRV","1.01.04","1.01.04 - Estoques","3T23",4664332
"20915","MRV","1.01.05","1.01.05 - Outros Ativos Circulantes","3T23",2573866
"20915","MRV","1.02","1.02 - Ativo Não Circulante","3T23",13373571
"20915","MRV","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","3T23",7598827
"20915","MRV","1.02.01.01","1.02.01.01 - Aplicações Financeiras","3T23",0
"20915","MRV","1.02.01.04","1.02.01.02 - Contas a Receber","3T23",2203547
"20915","MRV","1.02.01.05","1.02.01.03 - Estoques","3T23",3839911
"20915","MRV","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","3T23",1471332
"20915","MRV","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","3T23",84037
"20915","MRV","1.02.02","1.02.02 - Investimentos","3T23",4734951
"20915","MRV","1.02.03","1.02.03 - Imobilizado","3T23",858494
"20915","MRV","1.02.04","1.02.04 - Intangível","3T23",181299
"25100","Cury","1","1 - Ativo Total","1T23",2733836
"25100","Cury","1.01","1.01 - Ativo Circulante","1T23",2136273
"25100","Cury","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","1T23",470159
"25100","Cury","1.01.02","1.01.02 - Aplicações Financeiras","1T23",259664
"25100","Cury","1.01.03","1.01.03 - Contas a Receber","1T23",677724
"25100","Cury","1.01.04","1.01.04 - Estoques","1T23",663404
"25100","Cury","1.01.05","1.01.05 - Outros Ativos Circulantes","1T23",65322
"25100","Cury","1.02","1.02 - Ativo Não Circulante","1T23",597563
"25100","Cury","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","1T23",465621
"25100","Cury","1.02.01.01","1.02.01.01 - Aplicações Financeiras","1T23",0
"25100","Cury","1.02.01.04","1.02.01.02 - Contas a Receber","1T23",372912
"25100","Cury","1.02.01.05","1.02.01.03 - Estoques","1T23",49094
"25100","Cury","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","1T23",38625
"25100","Cury","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","1T23",4990
"25100","Cury","1.02.02","1.02.02 - Investimentos","1T23",100841
"25100","Cury","1.02.03","1.02.03 - Imobilizado","1T23",31101
"25100","Cury","1.02.04","1.02.04 - Intangível","1T23",0
"25100","Cury","1","1 - Ativo Total","2T23",2836650
"25100","Cury","1.01","1.01 - Ativo Circulante","2T23",2188831
"25100","Cury","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","2T23",556696
"25100","Cury","1.01.02","1.01.02 - Aplicações Financeiras","2T23",278694
"25100","Cury","1.01.03","1.01.03 - Contas a Receber","2T23",678261
"25100","Cury","1.01.04","1.01.04 - Estoques","2T23",602449
"25100","Cury","1.01.05","1.01.05 - Outros Ativos Circulantes","2T23",72731
"25100","Cury","1.02","1.02 - Ativo Não Circulante","2T23",647819
"25100","Cury","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","2T23",512624
"25100","Cury","1.02.01.01","1.02.01.01 - Aplicações Financeiras","2T23",0
"25100","Cury","1.02.01.04","1.02.01.02 - Contas a Receber","2T23",407428
"25100","Cury","1.02.01.05","1.02.01.03 - Estoques","2T23",55154
"25100","Cury","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","2T23",40822
"25100","Cury","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","2T23",9220
"25100","Cury","1.02.02","1.02.02 - Investimentos","2T23",101902
"25100","Cury","1.02.03","1.02.03 - Imobilizado","2T23",33293
"25100","Cury","1.02.04","1.02.04 - Intangível","2T23",0
"25100","Cury","1","1 - Ativo Total","3T23",3150612
"25100","Cury","1.01","1.01 - Ativo Circulante","3T23",2316220
"25100","Cury","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","3T23",730072
"25100","Cury","1.01.02","1.01.02 - Aplicações Financeiras","3T23",379003
"25100","Cury","1.01.03","1.01.03 - Contas a Receber","3T23",489221
"25100","Cury","1.01.04","1.01.04 - Estoques","3T23",626691
"25100","Cury","1.01.05","1.01.05 - Outros Ativos Circulantes","3T23",91233
"25100","Cury","1.02","1.02 - Ativo Não Circulante","3T23",834392
"25100","Cury","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","3T23",703334
"25100","Cury","1.02.01.01","1.02.01.01 - Aplicações Financeiras","3T23",0
"25100","Cury","1.02.01.04","1.02.01.02 - Contas a Receber","3T23",591170
"25100","Cury","1.02.01.05","1.02.01.03 - Estoques","3T23",62334
"25100","Cury","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","3T23",40775
"25100","Cury","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","3T23",9055
"25100","Cury","1.02.02","1.02.02 - Investimentos","3T23",97780
"25100","Cury","1.02.03","1.02.03 - Imobilizado","3T23",33278
"25100","Cury","1.02.04","1.02.04 - Intangível","3T23",0
"21130","Trisul","1","1 - Ativo Total","1T23",2602797
"21130","Trisul","1.01","1.01 - Ativo Circulante","1T23",1904592
"21130","Trisul","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","1T23",277433
"21130","Trisul","1.01.02","1.01.02 - Aplicações Financeiras","1T23",0
"21130","Trisul","1.01.03","1.01.03 - Contas a Receber","1T23",532180
"21130","Trisul","1.01.04","1.01.04 - Estoques","1T23",1087660
"21130","Trisul","1.01.05","1.01.05 - Outros Ativos Circulantes","1T23",7319
"21130","Trisul","1.02","1.02 - Ativo Não Circulante","1T23",698205
"21130","Trisul","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","1T23",465583
"21130","Trisul","1.02.01.01","1.02.01.01 - Aplicações Financeiras","1T23",0
"21130","Trisul","1.02.01.04","1.02.01.02 - Contas a Receber","1T23",143956
"21130","Trisul","1.02.01.05","1.02.01.03 - Estoques","1T23",278571
"21130","Trisul","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","1T23",721
"21130","Trisul","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","1T23",42335
"21130","Trisul","1.02.02","1.02.02 - Investimentos","1T23",136903
"21130","Trisul","1.02.03","1.02.03 - Imobilizado","1T23",92148
"21130","Trisul","1.02.04","1.02.04 - Intangível","1T23",3571
"21130","Trisul","1","1 - Ativo Total","2T23",2677370
"21130","Trisul","1.01","1.01 - Ativo Circulante","2T23",1988441
"21130","Trisul","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","2T23",277678
"21130","Trisul","1.01.02","1.01.02 - Aplicações Financeiras","2T23",0
"21130","Trisul","1.01.03","1.01.03 - Contas a Receber","2T23",632035
"21130","Trisul","1.01.04","1.01.04 - Estoques","2T23",1071082
"21130","Trisul","1.01.05","1.01.05 - Outros Ativos Circulantes","2T23",7646
"21130","Trisul","1.02","1.02 - Ativo Não Circulante","2T23",688929
"21130","Trisul","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","2T23",452494
"21130","Trisul","1.02.01.01","1.02.01.01 - Aplicações Financeiras","2T23",0
"21130","Trisul","1.02.01.04","1.02.01.02 - Contas a Receber","2T23",152276
"21130","Trisul","1.02.01.05","1.02.01.03 - Estoques","2T23",256759
"21130","Trisul","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","2T23",4041
"21130","Trisul","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","2T23",39418
"21130","Trisul","1.02.02","1.02.02 - Investimentos","2T23",143948
"21130","Trisul","1.02.03","1.02.03 - Imobilizado","2T23",88683
"21130","Trisul","1.02.04","1.02.04 - Intangível","2T23",3804
"21130","Trisul","1","1 - Ativo Total","3T23",2695849
"21130","Trisul","1.01","1.01 - Ativo Circulante","3T23",2028173
"21130","Trisul","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","3T23",252507
"21130","Trisul","1.01.02","1.01.02 - Aplicações Financeiras","3T23",0
"21130","Trisul","1.01.03","1.01.03 - Contas a Receber","3T23",687110
"21130","Trisul","1.01.04","1.01.04 - Estoques","3T23",1079993
"21130","Trisul","1.01.05","1.01.05 - Outros Ativos Circulantes","3T23",8563
"21130","Trisul","1.02","1.02 - Ativo Não Circulante","3T23",667676
"21130","Trisul","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","3T23",418851
"21130","Trisul","1.02.01.01","1.02.01.01 - Aplicações Financeiras","3T23",0
"21130","Trisul","1.02.01.04","1.02.01.02 - Contas a Receber","3T23",150345
"21130","Trisul","1.02.01.05","1.02.01.03 - Estoques","3T23",227112
"21130","Trisul","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","3T23",14018
"21130","Trisul","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","3T23",27376
"21130","Trisul","1.02.02","1.02.02 - Investimentos","3T23",156919
"21130","Trisul","1.02.03","1.02.03 - Imobilizado","3T23",87799
"21130","Trisul","1.02.04","1.02.04 - Intangível","3T23",4107
"25798","Kallas","1","1 - Ativo Total","1T23",1728844
"25798","Kallas","1.01","1.01 - Ativo Circulante","1T23",1124395
"25798","Kallas","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","1T23",87585
"25798","Kallas","1.01.02","1.01.02 - Aplicações Financeiras","1T23",0
"25798","Kallas","1.01.03","1.01.03 - Contas a Receber","1T23",265950
"25798","Kallas","1.01.04","1.01.04 - Estoques","1T23",0
"25798","Kallas","1.01.05","1.01.05 - Outros Ativos Circulantes","1T23",770860
"25798","Kallas","1.02","1.02 - Ativo Não Circulante","1T23",604449
"25798","Kallas","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","1T23",465720
"25798","Kallas","1.02.01.01","1.02.01.01 - Aplicações Financeiras","1T23",0
"25798","Kallas","1.02.01.04","1.02.01.02 - Contas a Receber","1T23",168648
"25798","Kallas","1.02.01.05","1.02.01.03 - Estoques","1T23",0
"25798","Kallas","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","1T23",297072
"25798","Kallas","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","1T23",0
"25798","Kallas","1.02.02","1.02.02 - Investimentos","1T23",116737
"25798","Kallas","1.02.03","1.02.03 - Imobilizado","1T23",13992
"25798","Kallas","1.02.04","1.02.04 - Intangível","1T23",8000
"25798","Kallas","1","1 - Ativo Total","2T23",1842891
"25798","Kallas","1.01","1.01 - Ativo Circulante","2T23",1120862
"25798","Kallas","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","2T23",171860
"25798","Kallas","1.01.02","1.01.02 - Aplicações Financeiras","2T23",0
"25798","Kallas","1.01.03","1.01.03 - Contas a Receber","2T23",236642
"25798","Kallas","1.01.04","1.01.04 - Estoques","2T23",0
"25798","Kallas","1.01.05","1.01.05 - Outros Ativos Circulantes","2T23",712360
"25798","Kallas","1.02","1.02 - Ativo Não Circulante","2T23",722029
"25798","Kallas","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","2T23",578610
"25798","Kallas","1.02.01.01","1.02.01.01 - Aplicações Financeiras","2T23",0
"25798","Kallas","1.02.01.04","1.02.01.02 - Contas a Receber","2T23",237014
"25798","Kallas","1.02.01.05","1.02.01.03 - Estoques","2T23",0
"25798","Kallas","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","2T23",341596
"25798","Kallas","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","2T23",0
"25798","Kallas","1.02.02","1.02.02 - Investimentos","2T23",121460
"25798","Kallas","1.02.03","1.02.03 - Imobilizado","2T23",14308
"25798","Kallas","1.02.04","1.02.04 - Intangível","2T23",7651
"25798","Kallas","1","1 - Ativo Total","3T23",1996708
"25798","Kallas","1.01","1.01 - Ativo Circulante","3T23",1342327
"25798","Kallas","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","3T23",137797
"25798","Kallas","1.01.02","1.01.02 - Aplicações Financeiras","3T23",0
"25798","Kallas","1.01.03","1.01.03 - Contas a Receber","3T23",350366
"25798","Kallas","1.01.04","1.01.04 - Estoques","3T23",0
"25798","Kallas","1.01.05","1.01.05 - Outros Ativos Circulantes","3T23",854164
"25798","Kallas","1.02","1.02 - Ativo Não Circulante","3T23",654381
"25798","Kallas","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","3T23",497352
"25798","Kallas","1.02.01.01","1.02.01.01 - Aplicações Financeiras","3T23",0
"25798","Kallas","1.02.01.04","1.02.01.02 - Contas a Receber","3T23",230620
"25798","Kallas","1.02.01.05","1.02.01.03 - Estoques","3T23",0
"25798","Kallas","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","3T23",266732
"25798","Kallas","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","3T23",0
"25798","Kallas","1.02.02","1.02.02 - Investimentos","3T23",132175
"25798","Kallas","1.02.03","1.02.03 - Imobilizado","3T23",15198
"25798","Kallas","1.02.04","1.02.04 - Intangível","3T23",9656
"25976","Yuny","1","1 - Ativo Total","1T23",468737
"25976","Yuny","1.01","1.01 - Ativo Circulante","1T23",238749
"25976","Yuny","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","1T23",10536
"25976","Yuny","1.01.02","1.01.02 - Aplicações Financeiras","1T23",1591
"25976","Yuny","1.01.03","1.01.03 - Contas a Receber","1T23",26487
"25976","Yuny","1.01.04","1.01.04 - Estoques","1T23",184212
"25976","Yuny","1.01.05","1.01.05 - Outros Ativos Circulantes","1T23",15923
"25976","Yuny","1.02","1.02 - Ativo Não Circulante","1T23",229988
"25976","Yuny","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","1T23",35946
"25976","Yuny","1.02.01.01","1.02.01.01 - Aplicações Financeiras","1T23",0
"25976","Yuny","1.02.01.04","1.02.01.02 - Contas a Receber","1T23",35597
"25976","Yuny","1.02.01.05","1.02.01.03 - Estoques","1T23",0
"25976","Yuny","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","1T23",0
"25976","Yuny","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","1T23",349
"25976","Yuny","1.02.02","1.02.02 - Investimentos","1T23",181671
"25976","Yuny","1.02.03","1.02.03 - Imobilizado","1T23",12371
"25976","Yuny","1.02.04","1.02.04 - Intangível","1T23",0
"25976","Yuny","1","1 - Ativo Total","2T23",499737
"25976","Yuny","1.01","1.01 - Ativo Circulante","2T23",259435
"25976","Yuny","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","2T23",14481
"25976","Yuny","1.01.02","1.01.02 - Aplicações Financeiras","2T23",10001
"25976","Yuny","1.01.03","1.01.03 - Contas a Receber","2T23",33505
"25976","Yuny","1.01.04","1.01.04 - Estoques","2T23",178875
"25976","Yuny","1.01.05","1.01.05 - Outros Ativos Circulantes","2T23",22573
"25976","Yuny","1.02","1.02 - Ativo Não Circulante","2T23",240302
"25976","Yuny","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","2T23",29684
"25976","Yuny","1.02.01.01","1.02.01.01 - Aplicações Financeiras","2T23",0
"25976","Yuny","1.02.01.04","1.02.01.02 - Contas a Receber","2T23",29335
"25976","Yuny","1.02.01.05","1.02.01.03 - Estoques","2T23",0
"25976","Yuny","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","2T23",0
"25976","Yuny","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","2T23",349
"25976","Yuny","1.02.02","1.02.02 - Investimentos","2T23",201308
"25976","Yuny","1.02.03","1.02.03 - Imobilizado","2T23",9310
"25976","Yuny","1.02.04","1.02.04 - Intangível","2T23",0
"25976","Yuny","1","1 - Ativo Total","3T23",495226
"25976","Yuny","1.01","1.01 - Ativo Circulante","3T23",256015
"25976","Yuny","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","3T23",10366
"25976","Yuny","1.01.02","1.01.02 - Aplicações Financeiras","3T23",4835
"25976","Yuny","1.01.03","1.01.03 - Contas a Receber","3T23",59118
"25976","Yuny","1.01.04","1.01.04 - Estoques","3T23",165704
"25976","Yuny","1.01.05","1.01.05 - Outros Ativos Circulantes","3T23",15992
"25976","Yuny","1.02","1.02 - Ativo Não Circulante","3T23",239211
"25976","Yuny","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","3T23",34394
"25976","Yuny","1.02.01.01","1.02.01.01 - Aplicações Financeiras","3T23",0
"25976","Yuny","1.02.01.04","1.02.01.02 - Contas a Receber","3T23",31572
"25976","Yuny","1.02.01.05","1.02.01.03 - Estoques","3T23",0
"25976","Yuny","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","3T23",2473
"25976","Yuny","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","3T23",349
"25976","Yuny","1.02.02","1.02.02 - Investimentos","3T23",197604
"25976","Yuny","1.02.03","1.02.03 - Imobilizado","3T23",7213
"25976","Yuny","1.02.04","1.02.04 - Intangível","3T23",0
"24279","Inter","1","1 - Ativo Total","1T23",1084681
"24279","Inter","1.01","1.01 - Ativo Circulante","1T23",503472
"24279","Inter","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","1T23",35828
"24279","Inter","1.01.02","1.01.02 - Aplicações Financeiras","1T23",46
"24279","Inter","1.01.03","1.01.03 - Contas a Receber","1T23",137076
"24279","Inter","1.01.04","1.01.04 - Estoques","1T23",318025
"24279","Inter","1.01.05","1.01.05 - Outros Ativos Circulantes","1T23",12497
"24279","Inter","1.02","1.02 - Ativo Não Circulante","1T23",581209
"24279","Inter","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","1T23",371323
"24279","Inter","1.02.01.01","1.02.01.01 - Aplicações Financeiras","1T23",0
"24279","Inter","1.02.01.04","1.02.01.02 - Contas a Receber","1T23",154381
"24279","Inter","1.02.01.05","1.02.01.03 - Estoques","1T23",195732
"24279","Inter","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","1T23",1967
"24279","Inter","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","1T23",19243
"24279","Inter","1.02.02","1.02.02 - Investimentos","1T23",191729
"24279","Inter","1.02.03","1.02.03 - Imobilizado","1T23",18116
"24279","Inter","1.02.04","1.02.04 - Intangível","1T23",41
"24279","Inter","1","1 - Ativo Total","2T23",1046809
"24279","Inter","1.01","1.01 - Ativo Circulante","2T23",443028
"24279","Inter","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","2T23",38809
"24279","Inter","1.01.02","1.01.02 - Aplicações Financeiras","2T23",41
"24279","Inter","1.01.03","1.01.03 - Contas a Receber","2T23",163048
"24279","Inter","1.01.04","1.01.04 - Estoques","2T23",228329
"24279","Inter","1.01.05","1.01.05 - Outros Ativos Circulantes","2T23",12801
"24279","Inter","1.02","1.02 - Ativo Não Circulante","2T23",603781
"24279","Inter","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","2T23",384532
"24279","Inter","1.02.01.01","1.02.01.01 - Aplicações Financeiras","2T23",0
"24279","Inter","1.02.01.04","1.02.01.02 - Contas a Receber","2T23",191900
"24279","Inter","1.02.01.05","1.02.01.03 - Estoques","2T23",166442
"24279","Inter","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","2T23",1758
"24279","Inter","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","2T23",24432
"24279","Inter","1.02.02","1.02.02 - Investimentos","2T23",201439
"24279","Inter","1.02.03","1.02.03 - Imobilizado","2T23",17771
"24279","Inter","1.02.04","1.02.04 - Intangível","2T23",39
"24279","Inter","1","1 - Ativo Total","3T23",1081556
"24279","Inter","1.01","1.01 - Ativo Circulante","3T23",414884
"24279","Inter","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","3T23",31321
"24279","Inter","1.01.02","1.01.02 - Aplicações Financeiras","3T23",47
"24279","Inter","1.01.03","1.01.03 - Contas a Receber","3T23",136874
"24279","Inter","1.01.04","1.01.04 - Estoques","3T23",232753
"24279","Inter","1.01.05","1.01.05 - Outros Ativos Circulantes","3T23",13889
"24279","Inter","1.02","1.02 - Ativo Não Circulante","3T23",666672
"24279","Inter","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","3T23",487445
"24279","Inter","1.02.01.01","1.02.01.01 - Aplicações Financeiras","3T23",0
"24279","Inter","1.02.01.04","1.02.01.02 - Contas a Receber","3T23",236789
"24279","Inter","1.02.01.05","1.02.01.03 - Estoques","3T23",223353
"24279","Inter","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","3T23",1787
"24279","Inter","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","3T23",25516
"24279","Inter","1.02.02","1.02.02 - Investimentos","3T23",162094
"24279","Inter","1.02.03","1.02.03 - Imobilizado","3T23",17097
"24279","Inter","1.02.04","1.02.04 - Intangível","3T23",36
"23604","You Inc","1","1 - Ativo Total","1T23",1726189
"23604","You Inc","1.01","1.01 - Ativo Circulante","1T23",1465497
"23604","You Inc","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","1T23",116952
"23604","You Inc","1.01.02","1.01.02 - Aplicações Financeiras","1T23",0
"23604","You Inc","1.01.03","1.01.03 - Contas a Receber","1T23",320828
"23604","You Inc","1.01.04","1.01.04 - Estoques","1T23",948550
"23604","You Inc","1.01.05","1.01.05 - Outros Ativos Circulantes","1T23",79167
"23604","You Inc","1.02","1.02 - Ativo Não Circulante","1T23",260692
"23604","You Inc","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","1T23",232128
"23604","You Inc","1.02.01.01","1.02.01.01 - Aplicações Financeiras","1T23",0
"23604","You Inc","1.02.01.04","1.02.01.02 - Contas a Receber","1T23",131908
"23604","You Inc","1.02.01.05","1.02.01.03 - Estoques","1T23",0
"23604","You Inc","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","1T23",3165
"23604","You Inc","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","1T23",97055
"23604","You Inc","1.02.02","1.02.02 - Investimentos","1T23",6396
"23604","You Inc","1.02.03","1.02.03 - Imobilizado","1T23",22088
"23604","You Inc","1.02.04","1.02.04 - Intangível","1T23",80
"23604","You Inc","1","1 - Ativo Total","2T23",1774430
"23604","You Inc","1.01","1.01 - Ativo Circulante","2T23",1495948
"23604","You Inc","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","2T23",92602
"23604","You Inc","1.01.02","1.01.02 - Aplicações Financeiras","2T23",0
"23604","You Inc","1.01.03","1.01.03 - Contas a Receber","2T23",366846
"23604","You Inc","1.01.04","1.01.04 - Estoques","2T23",978482
"23604","You Inc","1.01.05","1.01.05 - Outros Ativos Circulantes","2T23",58018
"23604","You Inc","1.02","1.02 - Ativo Não Circulante","2T23",278482
"23604","You Inc","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","2T23",251929
"23604","You Inc","1.02.01.01","1.02.01.01 - Aplicações Financeiras","2T23",0
"23604","You Inc","1.02.01.04","1.02.01.02 - Contas a Receber","2T23",133357
"23604","You Inc","1.02.01.05","1.02.01.03 - Estoques","2T23",0
"23604","You Inc","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","2T23",3141
"23604","You Inc","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","2T23",115431
"23604","You Inc","1.02.02","1.02.02 - Investimentos","2T23",4957
"23604","You Inc","1.02.03","1.02.03 - Imobilizado","2T23",21537
"23604","You Inc","1.02.04","1.02.04 - Intangível","2T23",59
"23604","You Inc","1","1 - Ativo Total","3T23",1878732
"23604","You Inc","1.01","1.01 - Ativo Circulante","3T23",1653751
"23604","You Inc","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","3T23",120774
"23604","You Inc","1.01.02","1.01.02 - Aplicações Financeiras","3T23",0
"23604","You Inc","1.01.03","1.01.03 - Contas a Receber","3T23",434478
"23604","You Inc","1.01.04","1.01.04 - Estoques","3T23",1067220
"23604","You Inc","1.01.05","1.01.05 - Outros Ativos Circulantes","3T23",31279
"23604","You Inc","1.02","1.02 - Ativo Não Circulante","3T23",224981
"23604","You Inc","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","3T23",199603
"23604","You Inc","1.02.01.01","1.02.01.01 - Aplicações Financeiras","3T23",0
"23604","You Inc","1.02.01.04","1.02.01.02 - Contas a Receber","3T23",101807
"23604","You Inc","1.02.01.05","1.02.01.03 - Estoques","3T23",0
"23604","You Inc","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","3T23",2318
"23604","You Inc","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","3T23",95478
"23604","You Inc","1.02.02","1.02.02 - Investimentos","3T23",5074
"23604","You Inc","1.02.03","1.02.03 - Imobilizado","3T23",20247
"23604","You Inc","1.02.04","1.02.04 - Intangível","3T23",57
"21067","Moura Dubex","1","1 - Ativo Total","1T23",2920783
"21067","Moura Dubex","1.01","1.01 - Ativo Circulante","1T23",1119825
"21067","Moura Dubex","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","1T23",206193
"21067","Moura Dubex","1.01.02","1.01.02 - Aplicações Financeiras","1T23",58241
"21067","Moura Dubex","1.01.03","1.01.03 - Contas a Receber","1T23",360676
"21067","Moura Dubex","1.01.04","1.01.04 - Estoques","1T23",378063
"21067","Moura Dubex","1.01.05","1.01.05 - Outros Ativos Circulantes","1T23",116652
"21067","Moura Dubex","1.02","1.02 - Ativo Não Circulante","1T23",1800958
"21067","Moura Dubex","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","1T23",1461763
"21067","Moura Dubex","1.02.01.01","1.02.01.01 - Aplicações Financeiras","1T23",0
"21067","Moura Dubex","1.02.01.04","1.02.01.02 - Contas a Receber","1T23",418926
"21067","Moura Dubex","1.02.01.05","1.02.01.03 - Estoques","1T23",541973
"21067","Moura Dubex","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","1T23",500864
"21067","Moura Dubex","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","1T23",0
"21067","Moura Dubex","1.02.02","1.02.02 - Investimentos","1T23",303610
"21067","Moura Dubex","1.02.03","1.02.03 - Imobilizado","1T23",32827
"21067","Moura Dubex","1.02.04","1.02.04 - Intangível","1T23",2758
"21067","Moura Dubex","1","1 - Ativo Total","2T23",3077292
"21067","Moura Dubex","1.01","1.01 - Ativo Circulante","2T23",1150722
"21067","Moura Dubex","1.01.01","1.01.01 - Caixa e Equivalentes de Caixa","2T23",193381
"21067","Moura Dubex","1.01.02","1.01.02 - Aplicações Financeiras","2T23",72192
"21067","Moura Dubex","1.01.03","1.01.03 - Contas a Receber","2T23",343002
"21067","Moura Dubex","1.01.04","1.01.04 - Estoques","2T23",407503
"21067","Moura Dubex","1.01.05","1.01.05 - Outros Ativos Circulantes","2T23",134644
"21067","Moura Dubex","1.02","1.02 - Ativo Não Circulante","2T23",1926570
"21067","Moura Dubex","1.02.01","1.02.01 - Ativo Realizável a Longo Prazo","2T23",1589329
"21067","Moura Dubex","1.02.01.01","1.02.01.01 - Aplicações Financeiras","2T23",0
"21067","Moura Dubex","1.02.01.04","1.02.01.02 - Contas a Receber","2T23",517451
"21067","Moura Dubex","1.02.01.05","1.02.01.03 - Estoques","2T23",541875
"21067","Moura Dubex","1.02.01.06","1.02.01.05 - Outros Ativos Não Circulantes","2T23",530003
"21067","Moura Dubex","1.02.01.09","1.02.01.04 - Créditos com Partes Relacionadas","2T23",0
"21067","Moura Dubex","1.02.02","1.02.02 - Investimentos","2T23",297120
